Hotel ID,User ID,Price,Location,Timestamp,Rooms Rating,Service Rating,Value Rating,Cleanliness Rating,Sleep Rating,Location Rating,Overall Rating
100506,hutch30,103,Seattle Washington,105,1,1,1,1,1,1,1
100506,hibell,103,Seattle Washington,106,2,3,2,3,3,1,2
100506,blackbearOxfordUK,103,Seattle Washington,107,1,2,1,1,3,1,1
100506,pen08,103,Seattle Washington,108,1,2,1,1,2,1,1
100506,PacoEnMx,103,Seattle Washington,109,1,2,1,3,3,1,1
100507,Garbo25,251,Seattle Washington,110,5,5,5,5,5,5,5
100507,kgator,251,Seattle Washington,111,5,5,5,5,5,5,5
100507,shobarta,251,Seattle Washington,112,4,5,3,4,5,4,4
100507,arachelr,251,Seattle Washington,113,5,5,5,5,5,5,5
100507,sheila1020,251,Seattle Washington,114,5,5,5,5,5,5,5
100507,pvcccondo,251,Seattle Washington,115,5,5,5,5,5,5,5
100507,Stormfront5,251,Seattle Washington,116,5,5,4,5,5,4,5
100507,Divasmother,251,Seattle Washington,117,5,5,5,5,5,5,5
100507,7mlf,251,Seattle Washington,118,5,5,4,5,5,4,5
100507,sleepladypalmdesert,251,Seattle Washington,119,5,5,5,5,5,5,5
100507,ChellePV,251,Seattle Washington,120,4,4,3,5,4,3,4
100507,WestcoastMom,251,Seattle Washington,121,5,5,5,5,5,5,5
100507,JCalabrese,251,Seattle Washington,122,5,5,4,5,5,4,5
100507,linadal1,251,Seattle Washington,123,5,4,5,5,5,3,5
100507,Travelgirl064,251,Seattle Washington,124,5,5,5,4,5,4,5
100507,Chicoutimi84,251,Seattle Washington,125,5,5,5,5,5,5,5
100507,zinredhead,251,Seattle Washington,126,2,2,2,4,3,3,3
100507,Dco,251,Seattle Washington,127,5,5,5,5,5,4,5
100507,TravellingHombre,251,Seattle Washington,128,5,5,3,5,5,5,5
100507,scullywebb,251,Seattle Washington,129,5,5,4,5,5,5,4
100507,GCM2,251,Seattle Washington,130,5,5,5,5,5,5,5
100507,LibbyEugeneOR,251,Seattle Washington,131,5,4,4,5,5,3,4
100507,OldBanker,251,Seattle Washington,132,4,4,4,5,5,4,4
100507,prasenberg,251,Seattle Washington,133,4,4,4,5,4,5,4
100507,zzzzzzgirl,251,Seattle Washington,134,3,5,2,4,4,4,3
100507,doperry,251,Seattle Washington,135,4,5,4,5,5,5,4
100507,ATL75,251,Seattle Washington,136,4,5,4,5,4,4,4
100507,TravJunkie,251,Seattle Washington,137,4,5,4,5,5,5,5
100507,winCalifornia,251,Seattle Washington,138,2,4,3,4,5,1,3
100507,PaulBz,251,Seattle Washington,139,4,3,3,4,3,3,3
100507,inenbasket,251,Seattle Washington,140,5,5,5,5,5,5,5
100507,parcvue,251,Seattle Washington,141,3,4,3,3,5,2,3
100507,rmen88,251,Seattle Washington,142,4,4,4,5,4,4,4
100507,Chico99,251,Seattle Washington,143,5,4,4,5,5,4,5
100507,charlottecirce,251,Seattle Washington,144,3,3,3,5,4,5,3
100507,mjcampbell,251,Seattle Washington,145,5,4,4,4,3,4,4
100507,crosby10,251,Seattle Washington,146,5,4,4,4,4,5,4
100507,Parkie1,251,Seattle Washington,147,5,5,4,4,4,5,5
100507,teenyqueeny,251,Seattle Washington,148,5,5,5,5,5,5,5
100507,lentz,251,Seattle Washington,149,5,5,4,5,5,4,5
100507,wyokidrock,251,Seattle Washington,150,5,5,5,5,5,5,5
100509,NewTraveler1970,122,Seattle Washington,151,5,5,4,5,5,3,5
100509,Outskirt,122,Seattle Washington,152,3,5,3,5,3,3,3
100509,Tripp21,122,Seattle Washington,153,4,4,4,4,4,4,5
100509,FiveAlive,122,Seattle Washington,154,4,3,5,5,3,3,4
100509,HermioneRanger,122,Seattle Washington,155,5,5,5,5,5,3,5
100509,HermanJacobs,122,Seattle Washington,156,2,2,1,1,2,3,1
100509,bitsycat,122,Seattle Washington,157,4,4,5,5,4,4,4
100509,earthskarma,122,Seattle Washington,158,5,5,5,5,5,5,5
100509,coalbank,122,Seattle Washington,159,2,2,1,1,2,3,2
100509,DCDavidG,122,Seattle Washington,160,2,3,2,2,4,3,3
100509,triclops,122,Seattle Washington,161,4,4,5,5,4,4,4
100509,KLK111,122,Seattle Washington,162,5,5,5,5,5,5,5
100509,madjack163,122,Seattle Washington,163,5,5,5,5,5,5,5
100509,Liljanah,122,Seattle Washington,164,5,5,5,5,5,5,5
100509,alisondoyle,122,Seattle Washington,165,5,5,5,5,5,4,5
100509,mandz4,122,Seattle Washington,166,4,4,5,4,4,3,4
100509,inntelligent,122,Seattle Washington,167,4,4,5,4,4,4,5
100509,SFRN,122,Seattle Washington,168,3,3,4,4,5,4,3
100509,kathleenanew,122,Seattle Washington,169,5,5,5,5,5,4,5
100509,kcoopernyc,122,Seattle Washington,170,4,4,5,5,4,3,4
100509,buytheshoes,122,Seattle Washington,171,5,5,5,5,5,5,5
100509,meloncollie,122,Seattle Washington,172,5,5,5,5,4,4,5
100509,bunnywhizz,122,Seattle Washington,173,5,5,5,5,5,5,5
100509,radiohead5,122,Seattle Washington,174,5,5,5,5,5,5,5
100509,Dylanzmom,122,Seattle Washington,175,4,4,5,5,5,3,5
100509,Wellstraveller,122,Seattle Washington,176,5,5,5,5,5,5,5
100509,rachelchris,122,Seattle Washington,177,3,5,5,5,5,4,5
100509,thisandthat3,122,Seattle Washington,178,5,5,5,5,5,5,5
100527,crsvan,195,Seattle Washington,179,3,3,1,3,3,3,2
100527,henuljlse,195,Seattle Washington,180,4,4,4,4,4,4,4
100527,bridgerobe,195,Seattle Washington,181,1,1,1,2,2,1,1
100527,BizCasFri,195,Seattle Washington,182,4,3,3,5,4,3,4
100527,AsiaRoadWarrior,195,Seattle Washington,183,4,2,2,3,3,3,2
100527,KLWOregon,195,Seattle Washington,184,4,5,4,5,5,2,5
100527,markmywordz,195,Seattle Washington,185,4,5,4,5,5,5,4
100527,atheling,195,Seattle Washington,186,5,5,4,5,4,3,4
100527,Callicles,195,Seattle Washington,187,3,4,2,3,3,1,3
100527,KBrownKAT,195,Seattle Washington,188,2,3,2,1,2,3,2
100527,sac2299,195,Seattle Washington,189,5,5,5,5,5,4,5
100527,kimo767,195,Seattle Washington,190,3,3,3,4,3,3,3
100527,WeTravelWeLove,195,Seattle Washington,191,4,4,4,4,5,3,4
100527,muchuckles,195,Seattle Washington,192,3,3,3,3,4,2,3
100527,hgeurtsen,195,Seattle Washington,193,2,3,2,3,2,3,2
100527,degreemd,195,Seattle Washington,194,5,3,5,5,2,4,4
100527,MichelleLim,195,Seattle Washington,195,3,3,2,3,1,3,2
100527,TENNDAWG,195,Seattle Washington,196,4,5,3,4,3,4,4
100527,GroundedKiwi,195,Seattle Washington,197,2,1,2,4,2,3,3
100527,RedSox604,195,Seattle Washington,198,4,5,3,4,3,3,4
100527,Merlinbreaker,195,Seattle Washington,199,5,5,4,5,5,4,5
100527,lsmlady,195,Seattle Washington,200,5,5,5,5,5,5,5
100527,rjfmkt,195,Seattle Washington,201,5,5,4,5,5,2,4
100527,Mianel,195,Seattle Washington,202,1,3,1,3,3,1,1
100527,PDandSJ,195,Seattle Washington,203,5,2,2,5,1,3,2
100527,Yalel,195,Seattle Washington,204,4,3,2,3,4,1,1
100527,lidar532,195,Seattle Washington,205,2,3,1,2,3,1,2
100527,MaciEugene,195,Seattle Washington,206,2,3,2,3,3,1,2
100527,ry0ohki,195,Seattle Washington,207,2,3,3,4,3,1,3
100527,BookAngel,195,Seattle Washington,208,5,5,5,5,5,5,5
100527,jaspas,195,Seattle Washington,209,5,4,4,5,4,3,4
100527,icem2829,195,Seattle Washington,210,4,4,4,5,4,3,4
100527,StevenGerrards,195,Seattle Washington,211,4,4,4,4,3,2,5
100527,MeettheFurkids,195,Seattle Washington,212,4,4,4,4,4,3,4
100527,Flaesb,195,Seattle Washington,213,4,3,4,5,4,1,4
100527,Travelkidd,195,Seattle Washington,214,4,4,4,5,4,4,4
100527,sushisuki,195,Seattle Washington,215,2,2,2,4,1,2,1
100527,happykappy,195,Seattle Washington,216,3,2,1,3,4,1,2
100537,AlanGelder,125,Seattle Washington,217,5,5,4,5,5,5,5
100537,bellebrit,125,Seattle Washington,218,5,5,5,5,5,3,4
100537,rokinurse,125,Seattle Washington,219,3,5,4,4,5,5,4
100537,pandabear50,125,Seattle Washington,220,4,5,4,5,5,5,4
100537,emike,125,Seattle Washington,221,3,4,3,3,5,3,3
100537,sparkly273,125,Seattle Washington,222,4,4,5,4,4,4,5
100537,PHXTrainer,125,Seattle Washington,223,3,5,5,3,5,3,4
100537,dinkleman62,125,Seattle Washington,224,1,2,1,2,2,1,1
100537,BEDAWG,125,Seattle Washington,225,2,4,4,3,4,4,4
100537,DaniBP,125,Seattle Washington,226,4,5,5,5,4,5,5
100537,westcoastertraveling,125,Seattle Washington,227,2,1,2,3,1,1,1
100537,larsolnxta,125,Seattle Washington,228,1,1,1,2,2,1,1
100537,consster813,125,Seattle Washington,229,1,2,1,1,3,3,1
100537,Diamond19,125,Seattle Washington,230,3,4,5,4,4,3,4
100537,torinford,125,Seattle Washington,231,1,1,1,1,1,1,1
100537,Skipjay,125,Seattle Washington,232,1,3,1,2,2,1,1
100537,Shusher,125,Seattle Washington,233,3,2,3,3,4,1,3
100537,Tonyeuge,125,Seattle Washington,234,3,5,5,5,5,4,4
100540,ZagreusAmmon,224,Seattle Washington,235,4,4,5,4,4,3,4
100540,trippPortland,224,Seattle Washington,236,4,2,2,2,2,2,2
100540,DevanSam,224,Seattle Washington,237,5,5,5,4,4,5,5
100540,pat560,224,Seattle Washington,238,1,2,2,3,3,3,1
100540,Petierabbit,224,Seattle Washington,239,4,3,2,4,2,3,4
100540,Nyetah,224,Seattle Washington,240,4,4,4,4,4,4,4
100540,JMerhab,224,Seattle Washington,241,5,4,5,5,4,5,5
100540,sirtravel,224,Seattle Washington,242,4,4,4,3,4,3,3
100540,BerkshireLad,224,Seattle Washington,243,4,4,4,4,5,3,4
100540,Zipjack,224,Seattle Washington,244,2,5,3,2,4,3,3
100540,clarasri,224,Seattle Washington,245,5,5,5,5,5,5,5
100540,seattlemunich,224,Seattle Washington,246,5,5,5,5,5,5,5
100540,kdtc,224,Seattle Washington,247,4,5,5,5,5,2,5
100540,thomaslno,224,Seattle Washington,248,4,3,2,2,2,3,3
100540,MrManUsa,224,Seattle Washington,249,4,5,4,5,5,4,5
100540,tatiana131,224,Seattle Washington,250,3,5,4,5,5,5,4
100540,Derekmm2002,224,Seattle Washington,251,2,4,2,3,3,2,2
100540,agibson23,224,Seattle Washington,252,4,3,3,4,3,4,4
100540,lunatic464,224,Seattle Washington,253,4,5,5,4,5,5,5
100540,nath100,224,Seattle Washington,254,5,4,5,5,5,5,4
100540,Dorkydad,224,Seattle Washington,255,4,5,5,4,4,5,5
100542,NeilM31,230,Seattle Washington,256,4,5,4,5,5,4,4
100542,deancoug,230,Seattle Washington,257,3,4,3,3,3,3,4
100542,CIndyGordon,230,Seattle Washington,258,5,5,5,5,5,5,5
100542,WineTool,230,Seattle Washington,259,4,3,3,4,4,4,4
100542,EDEN323,230,Seattle Washington,260,5,5,5,5,5,5,5
100542,NOCALIFE,230,Seattle Washington,261,5,5,5,5,5,5,5
100542,likecockatoos,230,Seattle Washington,262,3,5,3,4,5,5,4
100542,TeachTraverl,230,Seattle Washington,263,4,5,5,5,4,5,4
100542,gerardneu,230,Seattle Washington,264,4,4,5,4,4,4,4
100542,gardengirl,230,Seattle Washington,265,4,5,5,4,5,4,4
100542,travel1983,230,Seattle Washington,266,5,5,5,5,5,5,5
100542,NolanInna,230,Seattle Washington,267,5,5,5,5,5,5,5
100542,willyaje,230,Seattle Washington,268,5,5,5,5,4,4,5
100542,tgtort,230,Seattle Washington,269,5,5,5,5,5,3,5
100542,DCCNewYorkCity,230,Seattle Washington,270,5,5,5,5,5,5,5
100542,adavici,230,Seattle Washington,271,5,5,4,5,5,4,5
100542,jimbob22,230,Seattle Washington,272,5,5,4,5,5,4,5
100542,jameygamer,230,Seattle Washington,273,5,5,5,5,5,5,5
100542,Traveling4Mom,230,Seattle Washington,274,5,5,4,5,5,5,5
100542,Dave7702,230,Seattle Washington,275,4,4,5,5,5,4,4
100542,idrawart,230,Seattle Washington,276,5,5,5,5,5,5,5
100542,Cinderellagal,230,Seattle Washington,277,4,5,5,5,5,4,4
100542,bradnyc1000,230,Seattle Washington,278,3,2,2,2,4,5,2
100542,kkthepeach,230,Seattle Washington,279,3,3,3,3,3,3,4
100542,JohnnySong,230,Seattle Washington,280,4,5,5,5,5,4,5
100542,thehatladyNewYork,230,Seattle Washington,281,5,5,5,5,5,5,5
100542,GirltravelerMD,230,Seattle Washington,282,4,5,4,5,5,5,5
100542,buddyrotty,230,Seattle Washington,283,4,4,4,4,5,3,5
100542,Littraveler,230,Seattle Washington,284,5,4,5,5,3,5,4
100542,CashHokie,230,Seattle Washington,285,4,5,4,4,5,5,4
100542,catelisa48,230,Seattle Washington,286,3,4,3,3,4,4,3
100542,ElizabethP7,230,Seattle Washington,287,5,5,3,5,5,5,5
100542,Laurie3501,230,Seattle Washington,288,5,5,5,5,5,5,5
100542,Ohiofamily,230,Seattle Washington,289,3,5,4,4,5,2,4
100542,sueVictoria,230,Seattle Washington,290,5,5,4,5,5,5,5
100542,scottsman321,230,Seattle Washington,291,1,1,1,2,2,1,1
100542,Leftfisted,230,Seattle Washington,292,5,5,3,5,4,4,4
100542,TravelingMan3,230,Seattle Washington,293,2,4,3,4,5,3,2
100542,Elena74,230,Seattle Washington,294,4,5,4,5,5,5,5
100542,tarzanatwosome,230,Seattle Washington,295,5,5,5,5,5,5,5
100542,JetNag,230,Seattle Washington,296,4,5,4,5,5,5,3
100542,RedStilettos,230,Seattle Washington,297,4,5,5,5,5,5,5
100542,Colleentravelqu,230,Seattle Washington,298,5,5,5,5,5,4,5
100542,crabelo,230,Seattle Washington,299,4,5,4,5,4,4,4
100542,Crosby1,230,Seattle Washington,300,4,4,4,5,4,4,4
100542,amigoma,230,Seattle Washington,301,5,5,5,5,2,5,4
100542,BassMan61,230,Seattle Washington,302,3,5,2,5,5,5,2
100542,KeepOnTraveling,230,Seattle Washington,303,2,2,2,3,3,2,2
100544,mcbrideokc,144,Seattle Washington,304,2,4,4,5,4,3,4
100544,Athena222,144,Seattle Washington,305,3,4,5,4,5,4,4
100544,ArtistheP,144,Seattle Washington,306,3,4,4,4,4,4,4
100544,Bluebird62,144,Seattle Washington,307,2,3,2,3,3,2,2
100544,bombshell33,144,Seattle Washington,308,5,5,5,5,5,3,5
100544,calie,144,Seattle Washington,309,3,3,5,5,4,5,2
100544,Chez1883,144,Seattle Washington,310,3,3,5,4,4,2,4
100544,ctg85,144,Seattle Washington,311,3,4,3,4,4,4,3
100544,speechmom,144,Seattle Washington,312,5,5,5,5,5,5,4
100544,KrispyOhio,144,Seattle Washington,313,3,4,5,4,4,3,4
100544,laffyshiz,144,Seattle Washington,314,4,4,5,5,5,5,4
100544,SDBeachGuy,144,Seattle Washington,315,3,5,5,3,5,4,4
100544,KH68,144,Seattle Washington,316,1,3,2,3,3,2,2
100544,TODD73,144,Seattle Washington,317,4,5,5,5,5,3,5
100544,lynx74,144,Seattle Washington,318,5,5,5,5,4,2,5
100544,BobM08,144,Seattle Washington,319,3,1,2,4,1,2,1
100544,Powderhound29,144,Seattle Washington,320,3,4,5,4,4,4,4
100544,Fleedom,144,Seattle Washington,321,4,3,4,4,4,5,4
100544,pinktraveler48,144,Seattle Washington,322,5,5,5,5,5,4,5
100544,HemMehta,144,Seattle Washington,323,5,4,5,5,4,4,5
100544,RiosMum,144,Seattle Washington,324,3,4,4,3,4,3,4
100544,ChicagoVixen,144,Seattle Washington,325,4,3,4,4,4,3,3
100544,Happyalaskan,144,Seattle Washington,326,4,4,5,5,4,5,5
100544,dynamic2some,144,Seattle Washington,327,4,4,5,4,4,4,4
100544,Jassym,144,Seattle Washington,328,5,4,5,4,5,2,5
100544,TheProfVanIsleBC,144,Seattle Washington,329,2,4,4,3,4,3,4
100544,pafuri,144,Seattle Washington,330,2,3,3,3,3,3,3
100544,TravelChick77,144,Seattle Washington,331,4,5,5,5,5,3,5
100544,rshadoan,144,Seattle Washington,332,4,3,5,3,5,2,4
100544,threespires,144,Seattle Washington,333,3,4,5,4,4,3,4
100544,dhale15,144,Seattle Washington,334,4,5,5,5,4,3,5
100544,ZXPK,144,Seattle Washington,335,2,1,1,2,1,2,1
100544,3T,144,Seattle Washington,336,3,3,4,3,4,3,3
100544,Meuraie,144,Seattle Washington,337,5,5,4,5,5,3,5
100544,meenamara,144,Seattle Washington,338,5,5,5,5,5,5,5
100544,murde,144,Seattle Washington,339,3,3,4,4,4,3,4
100544,VanWash,144,Seattle Washington,340,5,5,5,5,5,5,5
100544,seattlefan12,144,Seattle Washington,341,2,1,1,3,1,3,1
100544,NooYawkuh,144,Seattle Washington,342,3,4,5,4,5,3,4
100544,RobinfromBako,144,Seattle Washington,343,3,5,4,4,5,5,3
100544,starstar73,144,Seattle Washington,344,3,3,5,4,4,3,4
100544,Soutie,144,Seattle Washington,345,3,3,4,4,3,3,3
100544,LeftcoastCanadian,144,Seattle Washington,346,3,5,5,4,4,3,4
100544,danhq,144,Seattle Washington,347,3,3,5,3,3,3,5
100544,roadtripphene,144,Seattle Washington,348,1,2,3,2,2,1,1
100544,alaskacb,144,Seattle Washington,349,5,5,5,5,5,4,5
100544,lynnpr,144,Seattle Washington,350,2,5,2,3,5,5,2
100544,Kleeart,144,Seattle Washington,351,3,3,3,3,4,3,3
100544,sourpuss,144,Seattle Washington,352,5,5,5,5,5,5,5
100544,Musictraveller,144,Seattle Washington,353,3,4,5,4,3,3,4
100544,jacquesetvero,144,Seattle Washington,354,4,4,4,5,5,4,4
100544,ghislaf,144,Seattle Washington,355,4,4,4,4,4,3,4
100547,peggymalone,171,Seattle Washington,356,3,4,3,4,5,3,3
100547,philandanthea,171,Seattle Washington,357,2,3,2,3,2,3,2
100547,ninja25,171,Seattle Washington,358,2,1,1,3,1,2,1
100547,EventPlanner03,171,Seattle Washington,359,2,1,1,2,3,1,1
100547,tg49ers,171,Seattle Washington,360,2,3,3,3,3,3,3
100547,kekeScotland,171,Seattle Washington,361,4,3,3,4,1,4,4
100547,hotelfinder815,171,Seattle Washington,362,2,2,1,2,2,1,2
100547,justhorses,171,Seattle Washington,363,1,1,1,1,1,1,1
100547,traveltrooper,171,Seattle Washington,364,2,3,3,3,3,3,3
100547,Liz985,171,Seattle Washington,365,3,4,4,2,3,3,4
100547,sleeplessinsydney,171,Seattle Washington,366,2,1,2,2,1,2,1
100547,trader37,171,Seattle Washington,367,2,2,2,3,3,3,2
100547,perpetualtravelers,171,Seattle Washington,368,3,4,4,3,5,3,3
100547,Olealeksander,171,Seattle Washington,369,4,3,3,2,4,2,3
100547,20lucky20,171,Seattle Washington,370,1,2,1,1,2,1,1
100547,ShoeGalM,171,Seattle Washington,371,1,3,1,2,3,1,1
100547,JRCirpka,171,Seattle Washington,372,2,3,3,3,3,4,3
100547,brynn72182,171,Seattle Washington,373,1,1,1,2,1,4,1
100547,luvbub,171,Seattle Washington,374,1,3,1,1,2,2,1
100547,bigdogxv,171,Seattle Washington,375,2,2,2,5,3,3,2
100547,Anaiis,171,Seattle Washington,376,4,4,4,5,4,4,5
100547,Morganjefferson,171,Seattle Washington,377,4,4,4,5,3,5,4
100547,gregoireboyd,171,Seattle Washington,378,1,3,2,3,4,3,2
100547,Judybat16,171,Seattle Washington,379,3,3,3,4,4,3,4
100547,SpicyIrony,171,Seattle Washington,380,1,1,5,1,1,1,1
100547,MDMcLain,171,Seattle Washington,381,4,4,4,4,4,3,4
100547,CCBinx,171,Seattle Washington,382,1,2,1,2,2,2,1
100547,nyctravelbug,171,Seattle Washington,383,5,5,5,5,5,5,5
100547,kimberlylfw,171,Seattle Washington,384,2,2,3,4,2,3,2
100547,Concha15,171,Seattle Washington,385,2,4,3,3,4,3,2
100547,mtllpen,171,Seattle Washington,386,4,4,4,5,4,3,4
100547,CorkPopper,171,Seattle Washington,387,4,3,4,4,3,4,4
100547,Andrea1122,171,Seattle Washington,388,2,1,1,2,1,3,2
100547,mrandmrsdredz,171,Seattle Washington,389,3,3,3,3,3,1,3
100554,TuttoBene,295,Seattle Washington,390,5,5,5,5,5,2,4
